-3.5142,-1.7247,-0.26628,-0.080221,-0.22385,-0.55893,-1.8134,-0.6004,-1.0149,-0.74397,-0.3757,-0.4747
-3.4831,-1.6411,-1.0132,-1.0238,-1.0036,-0.33163,-3.6923,-2.0566,-1.862,-1.55,-1.635,-0.42257
-2.8922,-2.3639,-1.7101,-2.022,-2.1276,-2.1632,-1.6793,-1.4466,0.1384,-0.19453,0.16134,-0.022437
0.23323,-0.13966,-0.82723,-0.82723,0.29558,0.29558,-0.58809,-0.62788,-0.66768,-0.23893,-0.27732,0.16888
-0.26559,0.59715,1.4599,1.4284,1.5794,1.7304,-0.70152,-0.88594,-1.0159,-1.0539,0.67235,0.0091454
-2.3239,-1.614,-1.019,-0.87397,-0.41244,-0.73551,0.15987,-0.91865,-0.61594,-0.88202,-1.0748,-0.99576
-0.89339,-1.7182,1.0334,-1.7001,-1.2786,-1.3508,-0.93917,-0.80813,0.21171,-0.31423,-0.71404,0.25069
-1.2153,-0.62035,-0.38199,-0.23191,0.20077,-0.51301,-1.568,-1.9478,-1.6933,-0.9009,-0.8918,-0.75745
0,0,0,0,0,0,0,0,0,0,0,0
0.86626,0.85183,0.65281,0.62262,0.51626,0.42893,0.58857,0.55566,0.57127,0.61637,0.74142,0.49527
0.56601,0.54593,0.55122,0.60849,0.50421,0.48595,0.36119,0.52545,0.43526,0.67086,0.53039,0.59711
0.61054,0.7455,0.68805,0.67267,0.90319,0.77474,0.59126,0.72663,0.49797,0.45348,0.63855,0.79906
0.35971,0.34582,0.30432,NaN,NaN,0.31279,0.63288,NaN,0.60663,0.6501,0.58727,0.71191
0.50032,NaN,0.39125,0.59699,NaN,0.38363,0.61032,0.63463,0.76593,0.569,0.60764,0.64683
0.57961,0.48509,0.83793,0.61315,0.61245,0.73775,0.50634,0.48351,0.4717,0.454,0.43158,0.43146
0.99094,0.72512,1.2184,0.78445,0.73506,0.72783,0.81626,0.63468,0.63715,0.94563,0.67165,0.59379
0.30787,0.28897,0.33026,0.29523,0.27575,0.22575,0.62209,0.5022,0.51124,0.53508,0.47631,0.49035
